,Anime_Name,Number of Videos Aired,Link,Reviews,Polarity Score,Sentiment
10,Shugo Chara,127 Videos,https://www.crunchyroll.com/shugo-chara,The best anime for anyone to watch! (Until SCP) Too Good to pass it up!! Confidence and Dreams Shugo Chara! My Personal Favorite shugo chara is it ruined Going downhill this season Not as childish as it seems I really like Shugo Chara! shugo charais the best anime ever Amazing even for older Audiences Its Not Bad At All!Shugochara episode 65 Good until the end Third season is pretty bad If you wanna know Shugo CharaMy Guardian Characters Review Shugo Chara Forever!!! Shugo Chara is Awesome Shugo Chara Review!!!!!!!!!! Shugo Chara Review ~ImperfectAnge1 SHUGO CHARA IS AWESOME character change! shugo chara is so great! If Youve Never Seen This! YOU BETTER!!!!Best anime i have ever seen One of the most breathtaking modern day shoujo animes ever created Itsmeh in my opinionawesome anime ^^ so worth a try Positive Review LOCK ON! The Shugo Chara Review One of the best anime Ive seenplease dont hate this anime the best anime i ever watched ( no spoilers ) Ayas review of Shugo Charathe first and best anime i ever watched Shugo Chara! Doki Doki!! ^_^ Spectacular Anime Show! Go Shugo Chara Best anime of all time!!! shugo charashugo charashugo charashugo chara Shugo chara ROCKS!!!!!!!!!!!!!!!!!!!!!!! Love watching shugo chara! My Shugo Chara Review Shugo chara one of the best animes ever ^^ Shugo Chara! summary What I think about SHUGO CHARA Amazing!! Highly recommended!! All Time Favourite Anime Shugo Chara changed me! :D Freakishly Good for this Anime 5 Stars My Thoughts on Shugo Chara Best anime you had ever watch! Held on by small thread of romance A Must Watch!!!!!!!! Its My Favorite Anime!Completed Series but Still Awesome Sweet Chara and cool Anime Surprise Review  Shugo Chara i died from seizures I LUUUUUUUV this show!!!!!!!!! { Review } ~ Shugo Chara ~ shugo chara = best anime ever <3 Shugo Chara Good Or Not shugo chara ~^~^~luv Shugo Chara Is Bomb!! Shugo Chara  Good Kid Show Highly interesting comical and cute series Shugo Chara is a wonderful show! One of the best animes of all timeBest Magical Girl Shjo Ever! Something To Watch!!! Shugo Chara is Wicked Awsome!!! The best anime for anyone to watch! Gotta Love Shugo Chara! Really good anime! too hard to pass! One Of My No 1 Anime What got me into anime in the first place! MY #2 FAVORITE ANIME:) Overrated good but not AS good My first review: Shugo Chara(A rather good anime) This Anime is the BEST ! Really good! Pretty fascinating Shugo Chara is the BEST anime in the WORLD!!!!! Shugo Chara GOGOGO!! My review for Shugo Chara  A Story that Everyone can Relate My thoughts before and after watching Shugo Chara >:3 A Review of Shugo Chara ► S H U G O  C H A R A◄ Shugo Chara! Episode 1 My Fave Ongoing Series Shugo Chara:So Awesome!! Shugo chara doki! gotta love it Shugo Chara An Awesome Anime That Everyone Loves Shugo Chara! is the Key! Honest Shugo Chara Review the awesomness of shugo chara and the gaurdians SC Summery!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.5729608933229873,Very Positive Reviews
11,TERRAFORMARS,27 Videos,https://www.crunchyroll.com/terraformars,Worth a second chance  A stylish unique blend of ultraviolence with more story than youd expect Dont let the censorship fool youThis season is garbage A Critical Review that has Nothing to Do with Censoring only first 3 episodes are censored Came for the Action Left f  REDACTED  Season 2 Slap to the face What happened to season 2 1st Season UNIQUE 2nd season CLICHE Highly underrated show Season 2 Revenge = Garbage To random anime girl in shower: In space cockroach crunch you! Blam! Ha ha ha Wait This isnt supposed to be funnyAnime Adaptation WellDone This Show is so Adolf! 2nd Season  A huge disappointment terra formers revenge A Highly Underrated Anime Not censored after EP 4 Not a bad show! definitely worth watching! Theyve ruined TerraformarsSecond Season  Why Amazing!!! Greatness and huge potential There is no longer censoring Fantastic story and artwork! An amazing anime that is simply a joy to watch people like to complain about the censor bar Rating Ruined by Censorship Really good from 4th ep I am 35 I pay with my own CC I want uncensored get over the censors Look beyond censors! Serious Youre seriousRise from the dead: Removing censorship Too heavily censored Censorship is ridiculous Complaining about censorship How about the terrible storytelling Not watch due to censor Censor Formarsnah Terra Formars censorship = epic fail DONT WASTE YOUR TIME ON THISOh How The Mighty Have Fallen Lacking in Story and Character Development Great AnimeStory even with the censorship THE CENSORSHIP IS GONE SO STOP COMPLAINING Get passed the censor Very good Anime just on Epsiode 2 and i love it No longer censored Amazing BEST ANIME amazingggg Great show only the first 3 episodes are censored Watch the uncensored Uncensored a fantastic treat worth watching Really good show soon no more censors Censorship Issues Make Show Unwatchable Potentially great currently unwatchable Great show Horrible censorship Flashbacks: The Series Just dont do itA normalquality anime Season 1 is all the good in this show you will get Need more Terraformars season 1 is awesome season 2 total let down The heak happened to season two Season 1 is great if you like action shows dont bother with season 2Way too overdramatic Second season is pretty much a completely different show Interesting first season TerraFormars Season 1 Suprisingly Awesome! baba what happenedddd !! Terra formats is great A Seinen series not to be passed up Unique with style and excitement Terraformers undeserved Hate It is a pretty good show the show could have potential Amazing show and educational to boot! Love it Definitely give this a go A Show Where The Antagonist Win And Protagonists Have No Chance Watch it all before you judge! One of the best anime! AMAZINGGG!!!!!!!!!!!! 5 STARS This anime blows my mind This show has grown on me This show is greattttt! The Uncensored Side of TerraFormars Dont be discouraged by ep 1Great show  people can finally quit whining about the censoring! Great but censorship is absurd censor censor censor Censorship makes this nearly unwatchable black screen for days Updated  Uncensored OKAY! :D Censoring BS! A good anime now thrown into the garbage bin Not very attention grabbing I dont want to live on this planet anymore Pros and a nothing the censorship has now gone! If youre looking for a good show dont botherLots of Censorship  (But Still a Good Show),0.2688587299626702,Mixed Reviews
12,Recovery of an MMO Junkie,60 Videos,https://www.crunchyroll.com/recovery-of-an-mmo-junkie,The surprise diamond in the rough A Good Start To Fall 2017 a really neat take on a classic theme Well superficially speaking the female lead is Not everyone will like it or get it Thats okayAnother gaming anime from a different perspective Amazing from Start to Finish Cliched romcom plot but extremely fun and wellproduced How is it to be an adult A Nice Nerdy Slice of Life Short and Sweet + Cuteness Everything you want in a love story! A Slice of Life Made for Gamers Certainly worth the watch Cute awkward and lovely Loves it! (whydoineedalongtitleohmygod) #136 Gear check vs Reality check Such a cute and charming anime And the best winter anime goes too Unexpected and Very Pleasant Find So far this show is knocking it out of the park reminds me of WOW days Watched the first episode and loved it! a fresh take on a familiar theme So far so good Adorable (As of Ep 2) It is a start to something interesting The story of a selfdescribed female NEET who starts an online male character to play Unexpectedly Adorable & Worth Watching Great show numai bun sa te uiti la tot odata Not just another gaming anime Cute funny interesting and suprisingly deep ReLIFE brought me here and I am very impressed Slow First Episode  fantastic build to a heartwarming conclusion Very sweet and light heart anime Doesnt quite land maybe needed more timeThis speaks to me and my adult problems! Funny heartwarming and relatable I had a good feeling Not for everyone but definitely a cute show A pairing thats way too cuteA pretty good series despite the misleading title I was pleasantly surprised I loved this so much!! Super Cute and Totally worth watching!! YEEEEEESSSSSSS!!!!!! MMO JUNKIEGood watch One of the only anime I have ever binged Gameular Romanticism So Cute My Face Hurts Fun romantic story with the same plot devices from other animes The Most Coincidences In Fake Real Life! Really loved the Story almost relatable to dreams beautiful amazing show season was great Best millennial love story Ive ever seenWonderful and Flawed Great art well written another well done MMO anime Adults trying to push on Cutest thing Ive ever watchedAn MMO Junkie Review Oh hey they made an anime about me! Virtual Drugs who knew! a sweet and cute romance Excellent anime about MMOs without the were trapped tropeShort and sweet maybe a little to pradictable Amazing Show about Online Relationships Im very torn Whole series review No spoilers until last 2 paragraphs which are markedMUCH better than expected not just the genderflipped version of Netoge no Yome My absolute favourite of all time!!!!! An unexpected delight Disgustingly adorable,0.35251287930253633,Positive Reviews
13,Hitori No Shita - The Outcast,12 Videos,https://www.crunchyroll.com/hitori-no-shita-the-outcast,A new anime that has potential Great Super Natural  Martial Arts anime Slow burn that is worth your time I gave it 10 episodes Fun to watch an excellent martial arts series Perfect balance between Action and Comedy I usually dont do this but here we go honestly this is a hidden gem Slow Season One Holycrap Lightspeed Season Two One of my favorite new shows to date Always looking forward to next episode Very exciting series I really didnt care for this show boring MC and no depth is ever reachedAll sorts of terrible Epic fights too much talking and random plot Great show its a must watch Give Season 2 a chance Excellent anime lots of fun and fighting! Obnoxious Characters Weak Plot Somehow Unusual Elements Manzetsu Fist  Man Pushes Car With Hand Fun to watch and very entertaining Great anime def stick it out till the end this is very nice and very cool People’s taste are odd Starts slot but worth the watch I NEED MORE WATER Im Thirsty Great anime with big potential Rough start at the beginning but unexpectedly good Slow Progression But worth it Best Chinese Anime of 2018 Gotta give it more than 10 episodes CHN and JPN version GIVE IT A TRY!  You wont regret it at allReally liked no strong opinions though This is a good show  very underated Pretty Cool For What It Was The art is stylized NOT bad SMH Good story requires patience Missing points but second season can make up for it Meh but not the worst This show is actually really good dont believe the 1 star usersSuperpowers included Something new to watch It gets better Keep watching! Totally worth watching!! One of my favorites this year Great Show that entertains Better than I expected This Anime is a Mystery From Both Within the Show and the Outer Not entirely sure how I feel about this A little better than average so far A series an anime fan would enjoy great art good action standard story This show fails at every corner Hallelujah!!! This and Black Clover are the absolute best ongoing anime! The license is probably free otherwise I dont understand why CR buy this showSlow at first but got good Martial Arts Anime and things pick up at episode 10 Buffy the Vampire Slayer of Anime An underestimated anime Very bad first impression AMAZING SERIES RECOMMEND Amatuar plain and sloppy Good Anime witha garbage trope character smart fun marital arts anime Seems like decient ground work so far Id pick SVU reruns over this I cant believe the positive reviews!Gave it the entire first season Somewhere in the middle about this one Show Has A Lot of Potential Loved it! It is so stupid it is impossible for me to get involved The First Episode 3☆ﾟAnime \\(^u^) Being different doesnt make you good,0.19872060820468834,Mixed Reviews
14,How to Keep a Mummy,12 Videos,https://www.crunchyroll.com/how-to-keep-a-mummy,Almost ignored due to premiseglad I didntFor when you need cute in your life Great pet slice of life anime So cute you might explode Simple and Fun and Kawaii!!! One of my fav this season Anime is not done but here is 5 stars BEST ANIME EVER I CANT EVEN!!!!This show is a MUST watch!! #1 Depression cure!! A LOT of harmless cute stuff BEST SHOW EVEEEEEEEEEEEERRRRRRRRRRRRRRRRRR!! Cute and light hearted Warms your heart and puts a smile on your face THIS SHOW IS SO FREAKIN CUTE IM GONNA DIEMY HEART IS FULL!!!! Cuteness will always win!! Cuteeeeeeeeeeeeeeeeeeeee<3 I AM GOING TO DIE FROM CUTNESS CUTE AND MY SISTER LOVES IT PERFECT !! Cute AF worth every second this is rly epic wowee Just a Warm Adventure Endearing and Adorable! this anime is really cute This show was amazing Super cute ! Glad I watched it Hilarious fun lovely characters and so entertaining  loved it! I compleatly LOVE this show Epic  Series watch now wholesome and overall fantastic Everything I like with added cuteness Cant Get Enough of Miikun and CompanyGreat for Making You Smile! Ahhhh most adorable! The Ridiculously Cute for Everyone Sweet but shallow The cutest anime what you will ever see ever So Cute Ugghhh And cheesy Super cute & wholesome I loved this so much! ITS SO CUTEEEEEEEEEECute characters and a good story ADORABLE!!!!!!!!!!!! Such a cute and fun anime Die to the Adorable! Kawaii characters ya Disgusting disgustingly cute There is not such thing as to cute Very good show doesnt look like it at first thoughAdorable story and characters!! A perfectly middling marshmallow of an anime Fun and sweet and CUTE absolutely adorable and hilarious MY HEART COULDNT TAKE SO MUCH CUTEWhen you need a little cute in your life!!!!!!!!! SO Adorable and Wholesome Adorable youkai world Great show for all ages! Miikun for everyone! How to Keep a Mummy! Miira No Niikata  101 How to Play with Miikun so cuteeeeeeeeeeeeeeee How To Keep A Mummy! This Anime is Like a Cinnamon Roll That Must Always Be Protected Heartwarming Anime (almost) anyone can enjoy Watched 11 episodes in 1 day SO UNDERRATED!!!!!!! Cute and Heartwarming! i am in LOVE with this anime So cute its ridiculousNot an Over the Top Review Its So Frickin Adorable This is the BEST SHOW EVER The cutest thing ever How to Make a Mummy Kawaii  Yes Please! Cute and Family Friendly Anime Not bad not good  but watchable THIS ANIME IS CUTE YES! but thats itAdorable is the Only Thing Going for it Really really slow ,0.4369313260767791,Positive Reviews
15,The Ambition of Oda Nobuna,15 Videos,https://www.crunchyroll.com/the-ambition-of-oda-nobuna,12 episodes only I wish it were longer Bit strange but excellent anime Great Series! Hoping for a second season! Very well done and enjoyable The Rule 63 of anime Ma première série danimeAn unexpected twist in history Must Watch No Regrets PROMISE Unexpected twists and characters Make sure you got a lot of free time Action Love Comedy and History!!! Caution: Spoilers!!! Brilliant Anime even though its short its a great watch! Worth every minute!!!! Actually goes pretty well with the Light Novel An Anime Without a High School Setting! Not your average harem anime Unexpected and Interesting First Impressions  The Ambition of Oda Nobuna History at its finest Amazing haremdramaIsekkaibeforeitwascool An amusing spin on Sengoku jidai themes Good if you have some free time Oda Nobuna 4 the win!! Wonderful Series That Needs More Episodes! Interesting take on Sengoku history Fun alternate history! I like it! Id buy it for a dollarOda Nobuna Dattebayo! Excellent and Surprisingly Addictive  TAOB Review 472014 Despite appearances this is a great show to watch for many reasons! Well that took me by surprise Lovely Must watch!! Unexpected but very welcome Harem anime are always interesting One of the best this summer super cool!!!!!!!!!!!!!!!!!!!! A Must Watch for Anime Fans Parallel World of Oda love the show its awsome Oda Nobuna as experienced by Jimbo #323 Historical harem One of the best anime by far Fun to watch and very entertaining The Truth about The Ambition of Oda Nobuna Wasnt a bad showCertainly worth a watch Why cant history be like thisDynasty Warriors Meets Harem! Wow took me by surprise 100 points Meanwhile in no season 2 land All Hail Oda Nobuna!!! Great series worth watching Loved it however it is missing something Wish season 2 would be released soon: Enjoyable and entertaining watch Well worth watching nothing ground breaking but very enjoyable A haremaction with a male lead who\s actually notanidiot Comedy Action Love interesting time line=Great series The Ambition of Oda Nobuna Fun show though predictable If only history class was this good! good setting plot not bad either was awesomebut too short Step aside Sengoku Period THIS IS SO WORTH IT !! Absolutely worth your time! Kept me hooked through the whole run! Battledash Anime Review A Lighthearted and Imaginative Depiction of the Sengoku Era as a Harem Anime the best historical anime i have ever seen rule 63 sengoku albeit family friendly Great action in the story Promising So Far a must watch loved it! How ruthless must a leader be to unite Japan One of the best new anime The Ambition of Oda Nobuna A MUST SEE I would rate this 3 12 if I could This is why I Cant tell People I Watch AnimeHyperromanticized warring states era for 8year olds,0.3991659284376019,Positive Reviews
16,Laid-Back Camp,12 Videos,https://www.crunchyroll.com/laid-back-camp,Truth in advertising its laid back camping The most relaxing anime ive ever seen Its a relaxing show From someone who doesnt like sliceoflife anime; WATCH THIS SHOW! Ive never felt so relaxed beforeSpiritual Successor to Encouragement of Climb! A relaxing pleasant instant classic My LORDT best anime on the galaxy Absolutely Amazing for a slice of life Very Promising and cute! Informative and entertaining An absolute treat of a show #162 The perfect ASMR anime Honestly the happiest anime I have ever seen The latest great iyashikei anime! Like a warm cup of cocoa on a cold day 2018 Best Slice of Life anime More Fun than expected no plot five star anime truly a laidback experience Bringing the chill vibes~! Good times Laid Back Camping 1010 Camping with friends Proof that characters and writing can fill the void of missing plot Made me want to pack up and go camping this is relaxing    jbjnn A Slice of Perfection It Feels Like Im At Camp!That Nice Warm Feeling Yama No Susume The Next Generation Seriously loving this! exactly as it seems just laidback camping The best anime Ive seen in years  perfect!Relaxing and fun perfect for what it is Laid back camp review Decent Anime I Enjoyed It True to the name and its wonderful!One of the Best Anime I will Ever See! Camping Nostalgia in Anime Form They werent wrong about the titleWarm and cozy as a campfire This anime has all the chill! Extreme coziness and relaxiation The physical representation of Comfy SO SOFT! SO PURE! I LOVE! it really does mean laid back absolutely loved this anime Great slice of life anime Cute and ChilledOut For Those Just Looking To Relax Very sweet  makes youu want to go camping! Fresh Concept and Laid Back Style This may be my new favorite anime If a show could be the embodiment of a warm fuzzy blanket Sweet! Relaxing! Chilling! and Beautiful Landscapes! Simple Peaceful Fun This show lowers my blood pressure A review of LaidBack CampGirls Precious Precious anime Makes me so happy ^^ I want to go camping now Slow paced relaxing slice of life An simply adorable slice of life One of My Favorites From This Season Where You Find MAXIMUM COMF Via Camping Laid back show for an ice cold winter This is Super Cuteness Anime I love this anime! Very cute! I love this anime but is it over rated Best slice of life!! Makes me want to camp A Great Anime to DeStress With a lovable cast & beautiful scenery Anime that makes you want to go camping! Wholesome and delightful LaidBack and funny camping And now I want to go camping Fantastic anime for cosy times A Relaxing Show Indeed Well worth the watch LaidBack Viewing Fun Best Camping anime!! A fantastic laidback story Title Says everything Comfier than a brand new sleeping bag Girl Power at its best Cozy and Comfy Basically ASMR The Perfect & Ultimate bedtime anime Chilled out and sweet :) Most relaxing anime in my whole life,0.3911017141460689,Positive Reviews
17,I Can't Understand What My Husband Is Saying,26 Videos,https://www.crunchyroll.com/i-cant-understand-what-my-husband-is-saying,Why people giving it 1 star will never get married Whats marriage againPerfect Depiction of Married Otaku Life!!! Why does my husband have porn when he has me Adorable for older watchers A new laugh out loud series just for Otaku A Nice Addition To The Short Anime Genre Excellent We need more like this Make the couple more loving give them personality and this is what its like to marry a nonotakuI would watch the entire season nonstop Great value fun look at marriage Married life for the older otaku Short cute wildly inappropriate whats not to love! Relationships in Three and a Half Minutes Dont miss out on this!pfft This is awesome Absolutely great!!! Episodes need to be longer :( Its godly Amazing HilariousA refreshing sliceoflife of a married couple He\s a lifeform that dies if he can\t watch anime A Cringe Short RomCom Short and very Sweet Just watch it youll like itOne of my favorite Slice of lifeComedy anime Short Form Comedy about Love Want to watch a show 7 times and still not get board with it #55 After the honeymoon Comfy RomCom with low stakes but good heart Very cute and sweet Living with an otaku I Cant Understand Why This Was So CuteShort but Sweet Anime Short episodes packed with goodness for 3:30 this packs in depth! Wish it was full length I hope you can understand why I love this I play this over and over Absolutely Adorable!!! A Great show no matter how many times I watch Adorable Hilarious Touching Hilariously Relatable Feed your anime appetite with THIS!!!!!!!! An amusing 3min anime This was a cute and charming show I want to get married now They do say fiction mirrors reality! Amazing!!!!!!!!!!!!!! Fun Lighthearted and Sometimes Quite Believable! This show really makes you feel warm inside Adorable and funny!!! Short Cute and Thoughtful Proof that otaku can get girls! (Quick review) Unexpectedly Good!!! I CANT STOP LAUGHING A Quick Synopsis of Things The older you are the funnier this will probally be Fast but Funny!~~~~~ Season One was better but cute series The best kind of slice of life  possible applications to reality Lovely and adorable! Short Episodes but Wonderful Characters! Pleasant ShortEpisode Anime I got way more than expected Quickwitted and Funny I Cant Understand Why You Are Not Watching This Pretty darn fantastic if youre a married otakuAdorable and Hilarious Could use a tidy up Probably one the best short animes periodOne of my favorites! This anime is all its cracked up to be and more A slice of life thats true to life!Episode 11 made me cry serving size that can fill starvation Omggg this was so funny and I hope I have a marriage like this only Id be the otakuHilarious yet Touching I have had these moments Perfect for a Quick Laugh A realistic slice of life An unexpected pleasure Hits too close to home Short but sweet~~~~~ A Review: I Cant Understand What My Husband Is Sayingthis is what marriage should look like Is that all she wrote My first review on Crunchyroll Amazing and probably very accurate Well I think its goodA cute and loving couple Married Fantasy Life No one understands what their husbands say!! Very entertaining and fun to watch Its okay A 35 rating at bestShort Sweet & Hilarious Im not married but I definetely relate to the husbandI enjoyed and laughed plenty Relatable funny and surprisingly enough has emotional moments all in 3min A rare Slice of Life Comedy,0.40302872474747475,Positive Reviews
18,A Bridge to the Starry Skies - Hoshizora e Kakaru Hashi,13 Videos,https://www.crunchyroll.com/a-bridge-to-the-starry-skies-hoshizora-e-kakaru-hashi,Does well for an adaptation Enjoyable Mediocrity Just another love story in just another harem An Average Anime Based On An ErogeYep A beautiful work of art Good ride until the end Just Your average harem characters Another one of your typical school harem anime but still worth a watch Not bad wanted something more Good Anime for Anyone Enjoying a Classic Story A bit of a let down on how fast they summed up everything I loved this show I wish there were more like this truly a classic anime series biggest waste of time dont watch it worst girl wins Better than anticipated fun story what we see in front of us is surely stronger than we can imagine watched all in one setting wish there was more Pedestrian harem anime A Bridge to The Starry Skies Review The Good Kind of Average A Bridge to the Starry Skies  Hoshizora e Kakaru Hashi Cusual funny but in all a pretty good series i am happy to have watched it A Bridge to the Starry Skies A Romantic Comedy of Friendship Bit of a let down A sappy but nice one seaons show This is one of the best animes i have ever saw! Your run of the mill anime BEST LOVE STORY EVAR!! If only my teenage years were this wonderfully awkward A Bridge to the Starry Skies  Hoshizora e Kakaru Hashi A Painful Lack Of Compelling Storytelling Amazing anime till the end Fun show to watch!!! Liked it until the white fog I enjoyed it for the most part This ended up being worth watching Cant bring myself to recommend itWatchable Bingeable with a Few Limitations Average story average PG13 harem I didnt know this was from a game but the story did feel empty and pointlessSlow Paced and Surprisingly Good  Should Have Been Longer Feels like a 90s Love ComedyA Time Waster and A Horrible Plot Pretty solid anime but somewhat lacking Amazing I just loved this work of art Location location location A very pleasant warming series Better than expected Personal Review of A Bridge to the Starry Skies  Hoshizora e Kakaru Hashi My review for A Bridge to the Starry Skies A harem thats better than I expectedMy review for: A Bridge to Starry Skies A Beautifully Drawn and Touching Story of Young Love Great Romance Great for Couples A Solid Romance Anime Great anime 5 stars This series will make you crawl back for more A Great Story with a few Ridiculous Events Has to be a must watch! My favourite anime :) Interesting story keeps you sucked in nothing less of a great anime really good series!! Cant Say That I Am Impressed With This OneA Bridge to the Starry Skies A wonderful romantic comedy for all! i want to see more please MY Bridge to the Starry Skies Best anime ever Bridge to happiness A bridge of stars will appear in the sky Best anime I have watched! A Bridge to the Starry Sky  Review German Season 2 PLEASE!!!!!!!!!!!! Good anime with lot of girls Cute haremcomedy anime If only i was kazuma Great series amazing plot! and great romance Hoshizora e Kakaru Hashi Review Hoshizora e Kakaru Hashi Review good but could be better Really enjoying this anime Great story but predictable ending Awesome but its makes me cry No Incest Between the Main Protagonist and ALL Others! Weak plot points that offer nothing original Nothing special here Was a half decenttime killer Lacks a proper ending Its okay its pretty averagean anime that seems wellaverage Best Anime EVER!!!!! JK Mediocre at best but still works just another irritating and boring harem 2Hearts Review: A Bridge to Starry Skies Official Lakewatch Review *spoilers included* Nothing special weve all seen it before!,0.32656650958994704,Positive Reviews
19,NARUTO Spin-Off: Rock Lee & His Ninja Pals,53 Videos,https://www.crunchyroll.com/naruto-spin-off-rock-lee-his-ninja-pals,I love it so far Very Funny and Loving Every Episode! BEST CHIBI SHOW THAT I KNOW OF Wonderful new Anime! Laughing my socks off! Adorable chibi satire Omgomogmomgomgomgomgom I read about this being released but then I watched it I mean come on Who doesnt like NarutoSuper Cute Super Funny Super Rock Lee! Early episode outros A Room Full of Geniuses Made This Show Looking for cute chibi characters My Favourite Spin Off! Forgot to write a review A stereotypical anime I am Plesenty Suprised AAAH! I Finally found it ** Joy Laugh and Randomness A Roaring Good Time! Great for Fans of Naruto but Might not be the Show for Others I  think I like it Random & Hilarious :) Exceeded my expectation! I LOVE IT SO MUCH I like it its very funny and enjotableGreat for children!! Lee was such an underrated character and yet he is so funny! Has a charm you dont see in the main seriesCertainly Revolutionary ROCK LEE IS SO KAWAII >w< Side splitting anime very enjoyable to watch VERY FUNNY AND ENJOYABLE!! Humorous Unique and Amazing! THIS SHOW!!!!!!!!!!!!! Headcanon Accepted!! hmmm Should I watch it Awesome ShowReally lost a money maker with this one cant get enough of rock leeHilarious great spoof A really amazing anime! Watch it! Crazy Awesomeness! I loved it! This title is a gut buster!!! Narutos next star characterNaruto SD be good!!! (*_*) (LongerTitle Deliciously Cute and Adorable Couldnt think of a Title its pretty good for how it looks Surprisingly good childrens show with a lot of adult humori am absolutely loving it!! the way to go rock lee Go Go Here We Go Rock Lee! Good Childrens show! Hilarious! I love it This show is so funny Take it for what it is! This has gone too far Not at all worth watching I gave up on Naruto but Rock Lee has pulled me back in! Naruto is the best show ever Rock Lee spin off :\\ Rock Lee in the Spotlight! Perfect for Fans of the Original Naruto Series I absolutely love it! Really want more of this anime Lee is awesome!!!!! XD Fun but not the spin off we wanted fun and refreshing!!! Am I the only one who would like a noncomedic rock lee spinoff series Funny yet not very impressive Im not even sure how to describe itRock Lee named his son Metal Lee lmao The retarded step brother of Naruto and naruto Shippuden had so much potential! Naruto SD Review (It sucks) Its sooo bad I want to die This may be comical to some people but this doesnt fit my sense of humorDo they need money this badly Love Naruto Filler episodes Then this is the show for you!,0.3892860778779454,Positive Reviews
20,YuruYuri,37 Videos,https://www.crunchyroll.com/yuruyuri,Cute Sweet & Engaging Anime Im obsessed with this animeAnother four girl anime Must watch for SoL fans Great show creative comedy A Big Bundle of Laughs A Fantastic Show!!!! Adorable and Fun Cuteness! Fun Funny and Full of adorable girls~ My favorite comedy show although Ive seen lots of comedy stuffEndearing funny cute Come for the yuri stay for the laughs Nice Anime and adorable #78 My favorite comedy anime of all time AyanoXKyoko is better than YuiXKyoko fight me Cute endearing funny  one of the best of its kind Makes me happi boi plz sub Ahh its just so cute! Every episode will have you laughing! The possible BEST SHOW OF ALL TIME Theres a reason for three seasons and three OVAsI liked it but it got boring 2 million stars!!!!!!!!!!!! YuruYuri is great for laughs Funny and entertaining definitely worth the watch Being Showered With Puppies Every Half Hour Well this was unexpected My guilty pleasure :) Just buy the DVDs now Air Hula Hoop! Kyoko S2E2 YuruYuri~ A Bucketload of  Laughs! Fun Funny Heartwarming Slice of Life A typical character comedy YuruYuri Great Anime!! YuruYuri is SO FUNNY! One of my favorite Animes of all time! This is my favorite Anime It does have good jokes I did enjoy them but too much of it is around Yuri Easily my favourite anime of all time Hilarious and Endearing Yuri SliceofLife the best anime ever !! The best slice of life anime EVER One of my favorites! When Im looking for a new anime to watch I usually end up watching YuruYuri againJust except that her buns are amazing Just another slice of life (Read: Its damn good)This is so fun! I watch it for therapy Hilarious and so so wrong You dont need a review for this oneAmazingly fun and cute Honestly the best thing Good healing animation Good anime to weary people in everyday life Didnt Know What Yuri Yuri wasFun and interesting SOL show Brang me an emotion similar to KOn even though its barely like itLet the seasons never end for this anime my fave little lesbosA fun lighthearted yuri anime Dont Be Fooled: This is a Parody of the Moe Genre (And Really Funny)A Show About 3 Girls Everything you expect A Very Comedic PassiveAggressive Yuri Acutally pretty good An Amazingly Fun Ride Entertaining from beginning to end Cute and Funny! 55! I NEED SEASON 3 NOWW!!!!!!!!!! DX Wonderfully Cute and Funny Not exactly groundbreaking but still very fun Strange but Awesome It\s not called YuruYuri for nothing Never Failed In Amusing Me Simply Hilarious Havent laughed that hard in yearsmy reviews of yuruyuri girl love five for yuru yuri animes show YuruYuri is HILARIOUS! Recommended Animation The funniest and most adorable show on Crunchyroll Really Funny But Falls Short A win for Crunchyrolls random buttonIs it strange that I was looking for more yuri in this show XD my first foray into anything shoujoai anime yuru yuri good Very Humorous Indeed Yuruyuri enteresting i loved the series !! Really deserves 25 stars Completely mediocre Amazing yet cute anime! my review of yuru yuri,0.38209871073116497,Positive Reviews
